"searchedTranscript","transcriptGene"
"ENST00000589688","TUBG1"
"ENST00000589699","MAPRE2"
"ENST00000589754","LOC642484"
"ENST00000589759","ATP6V0A1"
"ENST00000589769","EFTUD2"
"ENST00000589788","SDF2"
"ENST00000589799","ZNF235"
"ENST00000589887","E2F3P1"
"ENST00000589911","FMNL1"
"ENST00000589953","WDR62"
"ENST00000590083","CBARP"
"ENST00000590108","BCAM"
"ENST00000590115","LDLRAD4"
"ENST00000590223","ADGRL1"
"ENST00000590270","TBX18-AS1"
"ENST00000590293","LAMA4-AS1"
"ENST00000590299","HSD17B1"
"ENST00000590414","ZNF573"
"ENST00000590423","HIGD1B"
"ENST00000590564","ZNF536"
"ENST00000590582","ZNF875"
"ENST00000590593","KEAP1"
"ENST00000590616","ZNF177"
"ENST00000590665","ATP5F1A"
"ENST00000590729","LONP1"
"ENST00000590770","ACLY"
"ENST00000590785","ZNF382"
"ENST00000590833","SRP68"
"ENST00000591008","MIR7-3HG"
"ENST00000591054","MRPL4"
"ENST00000591078","ZSCAN5A"
"ENST00000591169","ARHGAP45"
"ENST00000591177","ZNF571-AS1"
"ENST00000591190","CXXC1"
"ENST00000591255","RHBDF2"
"ENST00000591315","VMP1"
"ENST00000591390","FGF22"
"ENST00000591439","C19orf57"
"ENST00000591561","AP2B1"
"ENST00000591585","PPP1R14A"
"ENST00000591605","FAM95B1"
"ENST00000591632","ZCCHC2"
"ENST00000591682","SLFN11"
"ENST00000591721","EML2"
"ENST00000591729","PSTPIP2"
"ENST00000591782","VMP1"
"ENST00000591827","ZNF461"
"ENST00000591832","UXT-AS1"
"ENST00000591838","ZNF433-AS1"
"ENST00000591850","ZNF223"
"ENST00000591960","RDH13"
"ENST00000591983","TMC8"
"ENST00000592009","TBX2-AS1"
"ENST00000592041","TOMM40"
"ENST00000592060","MBD1"
"ENST00000592063","TMC6"
"ENST00000592099","PTPRS"
"ENST00000592126","TK1"
"ENST00000592151","ZNF112"
"ENST00000592166","CNTD1"
"ENST00000592168","ZNF875"
"ENST00000592184","PIN1"
"ENST00000592207","MARK4"
"ENST00000592211","ZSCAN30"
"ENST00000592272","EPG5"
"ENST00000592315","ERMARD"
"ENST00000592318","EPS8L1"
"ENST00000592331","MPPE1"
"ENST00000592337","RFX2"
"ENST00000592426","TUBD1"
"ENST00000592444","ERCC1"
"ENST00000592452","ZNF532"
"ENST00000592478","KEAP1"
"ENST00000592528","PLIN3"
"ENST00000592594","TMC6"
"ENST00000592625","ZNF763"
"ENST00000592642","TRIM65"
"ENST00000592676","SRSF2"
"ENST00000592681","TBX18-AS1"
"ENST00000592693","IGFLR1"
"ENST00000592872","C19orf25"
"ENST00000592891","TMEM150B"
"ENST00000592971","RAB8A"
"ENST00000593044","TMC6"
"ENST00000593066","EIF3G"
"ENST00000593077","ELOF1"
"ENST00000593086","PSTPIP2"
"ENST00000593148","EZH1"
"ENST00000593167","GRN"
"ENST00000593169","LINC02594"
"ENST00000593189","SEPTIN9"
"ENST00000593276","CEP89"
"ENST00000593298","CYP2B7P"
"ENST00000593395","ZNF613"
"ENST00000593398","BNIP3P24"
"ENST00000593431","FCGRT"
"ENST00000593525","EGLN2"
"ENST00000593570","RUVBL2"
"ENST00000593652","NUP62"
"ENST00000593924","PNPLA6"
"ENST00000593945","TEAD2"
"ENST00000594022","ZNF429"
"ENST00000594076","ADGRE2"
"ENST00000594111","RYR1"
"ENST00000594180","SLC6A16"
"ENST00000594219","DARS-AS1"
"ENST00000594237","SIGLEC31P"
"ENST00000594258","ARHGEF1"
"ENST00000594528","GRIK5"
"ENST00000594625","MAP1S"
"ENST00000594627","ZNF765"
"ENST00000594643","KDELR1"
"ENST00000594658","CRTC1"
"ENST00000594683","SLC27A5"
"ENST00000594844","FKBP8"
"ENST00000594862","SHKBP1"
"ENST00000594864","PNPLA6"
"ENST00000594958","TECR"
"ENST00000594973","SHKBP1"
"ENST00000595053","LOC100132686"
"ENST00000595061","DARS-AS1"
"ENST00000595117","SYT3"
"ENST00000595227","NAPA"
"ENST00000595325","MYO1F"
"ENST00000595384","SIPA1L3"
"ENST00000595407","DMAC2"
"ENST00000595483","BLVRB"
"ENST00000595590","CYP2S1"
"ENST00000595599","ZNF841"
"ENST00000595601","NIBAN3"
"ENST00000595661","ZNF473"
"ENST00000595710","ZNF347"
"ENST00000595769","OCEL1"
"ENST00000595813","ZNF415"
"ENST00000595840","LRRC25"
"ENST00000595935","PPP3CB-AS1"
"ENST00000595967","ZNF347"
"ENST00000596138","PLA2G4C"
"ENST00000596166","GTPBP3"
"ENST00000596193","ZNF564"
"ENST00000596320","PPP3CB-AS1"
"ENST00000596348","SCN1B"
"ENST00000596373","ZNF665"
"ENST00000596379","LINC02560"
"ENST00000596426","CD37"
"ENST00000596456","SERTAD3"
"ENST00000596605","CLPP"
"ENST00000596627","IRGC"
"ENST00000596634","AKT2"
"ENST00000596645","MYO1F"
"ENST00000596815","ZNF493"
"ENST00000596818","ERF"
"ENST00000596952","ZRANB2-AS2"
"ENST00000596953","TECR"
"ENST00000596977","GOLGA2P9"
"ENST00000597014","SLC8A2"
"ENST00000597081","HNRNPM"
"ENST00000597146","LIG1"
"ENST00000597171","PSG10P"
"ENST00000597191","FAM90A28P"
"ENST00000597313","FKRP"
"ENST00000597330","LETM1P2"
"ENST00000597546","DKKL1"
"ENST00000597674","DTNA"
"ENST00000597706","GPR108"
"ENST00000597707","KLK7"
"ENST00000597723","NUP62"
"ENST00000597756","NOTCH3"
"ENST00000597788","ZNF350"
"ENST00000597871","MUC20-OT1"
"ENST00000598012","TMEM143"
"ENST00000598136","ATCAY"
"ENST00000598162","BCAT2"
"ENST00000598215","PCAT19"
"ENST00000598309","USHBP1"
"ENST00000598354","LIX1L-AS1"
"ENST00000598436","EEF2"
"ENST00000598473","CD33"
"ENST00000598517","HAUS8"
"ENST00000598518","IGFL2-AS1"
"ENST00000598644","CFAP221"
"ENST00000598723","ZNF611"
"ENST00000598747","ZNF429"
"ENST00000598828","SLC6A16"
"ENST00000598863","SUGP2"
"ENST00000598889","PIH1D1"
"ENST00000599006","KLHL26"
"ENST00000599093","ZNF702P"
"ENST00000599105","NR1H2"
"ENST00000599250","SIGLEC7"
"ENST00000599419","SRP14P4"
"ENST00000599456","ZIK1"
"ENST00000599508","ZNF610"
"ENST00000599534","PEG3"
"ENST00000599546","PLAUR"
"ENST00000599570","SNRPA"
"ENST00000599594","NUMBL"
"ENST00000599626","LIX1L-AS1"
"ENST00000599666","C2orf92"
"ENST00000599693","XRCC1"
"ENST00000599892","PLAUR"
"ENST00000599949","GRWD1"
"ENST00000599972","ZNF780A"
"ENST00000599990","AP2S1"
"ENST00000600099","KXD1"
"ENST00000600186","MAP1S"
"ENST00000600266","NOP53"
"ENST00000600271","KPTN"
"ENST00000600283","PGPEP1"
"ENST00000600293","IZUMO2"
"ENST00000600350","PAK4"
"ENST00000600381","LRRC4B"
"ENST00000600419","ERVK-28"
"ENST00000600425","ZNF702P"
"ENST00000600468","NTN5"
"ENST00000600603","PTOV1"
"ENST00000600738","ZNF649"
"ENST00000600833","PEG3"
"ENST00000600878","TIMM50"
"ENST00000600885","MYO1F"
"ENST00000600942","PNPLA6"
"ENST00000601029","RMDN2-AS1"
"ENST00000601070","ZIM2"
"ENST00000601079","MIR663AHG"
"ENST00000601109","C19orf44"
"ENST00000601110","ZNF415"
"ENST00000601168","BCL2L12"
"ENST00000601208","NAPA"
"ENST00000601261","GTPBP3"
"ENST00000601288","C19orf44"
"ENST00000601413","ZNF677"
"ENST00000601467","KLK10"
"ENST00000601519","TEAD2"
"ENST00000601533","DNAJB1"
"ENST00000601581","ZNF638"
"ENST00000601586","DARS-AS1"
"ENST00000601686","ZNF788P"
"ENST00000601714","HAS1"
"ENST00000601724","MARCHF2"
"ENST00000601743","KLK2"
"ENST00000601768","ZNF772"
"ENST00000601792","PGLYRP2"
"ENST00000601815","FSD1"
"ENST00000601916","CRTC1"
"ENST00000601946","PLA2G4C"
"ENST00000601985","LINC02614"
"ENST00000602056","GTPBP3"
"ENST00000602142","VAV1"
"ENST00000602185","GMFG"
"ENST00000602250","FKRP"
"ENST00000602311","CELF2-DT"
"ENST00000602355","STXBP2"
"ENST00000602467","CARMIL2"
"ENST00000602473","IL11RA"
"ENST00000602576","FTX"
"ENST00000602589","ROBO2"
"ENST00000602637","H2AC6"
"ENST00000602648","CC2D2B"
"ENST00000602811","MAP2K4"
"ENST00000603059","NANOGNBP3"
"ENST00000603064","BRWD1-AS2"
"ENST00000603154","LINC02550"
"ENST00000603308","DUXAP8"
"ENST00000603609","RPL23AP92"
"ENST00000603664","IGKV2OR2-7D"
"ENST00000603713","BNC2"
"ENST00000603861","BOLA2P2"
"ENST00000603881","DUSP22"
"ENST00000603980","PEBP1P2"
"ENST00000604093","MTRNR2L13"
"ENST00000604149","EIF3EP4"
"ENST00000604255","FXYD3"
"ENST00000604273","GNRHR2"
"ENST00000604652","IGKV2OR2-7"
"ENST00000604711","AKR1C2"
"ENST00000605043","NAMA"
"ENST00000605099","DGAT2"
"ENST00000605100","METTL21EP"
"ENST00000605244","FAM214B"
"ENST00000605395","HOPX"
"ENST00000605484","ZNF792"
"ENST00000605665","GOLGA8N"
"ENST00000605912","DNAH11"
"ENST00000605917","CASC15"
"ENST00000606083","LPAL2"
"ENST00000606430","LINC02532"
"ENST00000606584","RBM26-AS1"
"ENST00000606793","CSNK1G1"
"ENST00000606801","RNU6-88P"
"ENST00000606815","RN7SKP4"
"ENST00000606842","RN7SKP290"
"ENST00000606865","ACYP2"
"ENST00000607010","LINC02772"
"ENST00000607066","TRAF3IP2-AS1"
"ENST00000607097","MIR378D2HG"
"ENST00000607172","LINC01607"
"ENST00000607240","LHX8"
"ENST00000607474","PKIB"
"ENST00000607544","SRRM5"
"ENST00000607658","TBC1D7"
"ENST00000607673","GVQW3"
"ENST00000607841","CTSA"
"ENST00000607933","DUXAP8"
"ENST00000608034","SMIM26"
"ENST00000608079","SMIM10L2B-AS1"
"ENST00000608107","ITGB5"
"ENST00000608197","STARD13-AS"
"ENST00000608200","POT1"
"ENST00000608461","HDDC2"
"ENST00000608473","GTF3C2-AS1"
"ENST00000608487","MIR663AHG"
"ENST00000608559","RASL10A"
"ENST00000608674","TOM1"
"ENST00000608743","PDZRN3-AS1"
"ENST00000608895","PKIB"
"ENST00000608974","NDUFA6-DT"
"ENST00000609128","CYP1B1-AS1"
"ENST00000609252","LINC00658"
"ENST00000609274","RASAL3"
"ENST00000609304","LINC02028"
"ENST00000609438","GPRIN3"
"ENST00000609504","NRSN2"
"ENST00000610096","SYT6"
"ENST00000610221","ARHGEF26-AS1"
