"searchedTranscript","gene","EnsemblID","EntrezSummary","patient1_healthy","patient2_healthy","patient3_healthy","patient4_healthy","patient5_healthy","patient6_healthy","patient7_healthy","patient8_healthy","patient9_healthy","patient10_healthy","patient1_diseased","patient2_diseased","patient3_diseased","patient4_diseased","patient5_diseased","patient6_diseased","patient7_diseased","patient8_diseased","patient9_diseased","patient10_diseased","HealthyMean","DiseasedMean","FoldChange","DifferentialExpression"
"ENST00000563435","","ENSG00000261044","                                            ENSG00000261044  is an RNA Gene, and is affiliated with the lncRNA class.                                            Diseases associated with ENSG00000261044 include Visual Epilepsy.                                                                                                                                    ",0,0,0,0,0,0.24,0.66,0,0,0,0,0,0,0,0,0,0.23,0,0.24,0,0.1,0.05,0.47,-0.05
"ENST00000563634","","ENSG00000260371","                                            ENSG00000260371  is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is COG8.",0,0,0,5.08,0,0,0,0,0,3.07,0,0,1.03,0,0,0,0,0,1.17,0,0.56,0.22,0.39,-0.34
"ENST00000563916","","ENSG00000260798","                                            ENSG00000260798  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.37,0,1,0,0,1.03,0.37,0,0,0.1,0.97,0,0,0,0.19,0,0.2,0,0,0,0.31,0.14,0.44,-0.17
"ENST00000564203","","ENSG00000261782","                                            ENSG00000261782  is a Pseudogene.                                                                                                                                                                                ",0.92,1.41,0.44,0.35,1.13,0.99,1.78,0.34,0,0,0.92,0.97,0,0,0.59,0,0,0,0,0.52,0.82,0.3,0.37,-0.52
"ENST00000564212","","ENSG00000260086","                                            ENSG00000260086  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0.69,0,0,0,0.13,0,0,0.22,0,0,0.3,0,0,0.1,0,0,0.11,0,0,0,0.11,0.05,0.44,-0.06
"ENST00000564240","","ENSG00000261204","                                            ENSG00000261204  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0.3,0.12,0.41,-0.18
"ENST00000564330","","ENSG00000260882","                                            ENSG00000260882  is a Pseudogene.                                                                                                                                                                                ",0,0,0,1.25,0,0,0,0.8,0,0,0.36,0,0.36,0.36,0,0,0,0,0,0,0.23,0.11,0.47,-0.12
"ENST00000564358","","ENSG00000260701","                                            ENSG00000260701  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,0,0,0,0.7,0,0,1.1,0,0,0,0,0.35,0,0,0,0,0,0.08,0.04,0.45,-0.04
"ENST00000564407","","ENSG00000259915","                                            ENSG00000259915  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0.03,0.62,0.04,0.04,0.03,0,0.18,0,0,0.04,0.14,0,0.04,0,0.11,0.11,0,0.03,0.1,0.05,0.45,-0.06
"ENST00000564752","CLN6","ENSG00000128973","This gene is one of eight which have been associated with neuronal ceroid lipofuscinoses (NCL). Also referred to as Batten disease, NCL comprises a class of autosomal recessive, neurodegenerative disorders affecting children. The genes responsible likely encode proteins involved in the degradation of post-translationally modified proteins in lysosomes. The primary defect in NCL disorders is thought to be associated with lysosomal storage function. [provided by RefSeq, Oct 2008]",7.7,2.82,0.73,9.08,0.3,5.32,0,1.89,1.03,8.43,0.81,1.21,0.56,1.69,0.89,3.01,1.73,0.55,0,2,3.21,1.25,0.39,-1.96
"ENST00000564816","","ENSG00000260939","                                            ENSG00000260939  is a Pseudogene.                                                                                                                                                                                ",0.48,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0.05,0.02,0.37,-0.03
"ENST00000565116","","ENSG00000260537","                                            ENSG00000260537  is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include nucleic acid binding.                                            An important paralog of this gene is DDX19A.",0.47,1.81,0,0,0,0.6,1.15,0.66,0.91,0,0,0,0.93,0,0.26,0.9,0.26,0,0,0,0.62,0.24,0.38,-0.39
"ENST00000565137","","ENSG00000260740","                                            ENSG00000260740  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0.46,0.17,0,0,0.43,0,0,0.45,0.3,0,0,0,0,0,0.16,0,0,0,0.12,0.05,0.39,-0.07
"ENST00000565271","","ENSG00000261335","                                            ENSG00000261335  is an Uncategorized gene.                                                                                                                                                                                ",1.11,0.62,1,2.79,1.08,0.38,0.78,1.36,0.55,0.46,0.37,0.35,0.24,0.28,1.11,0.59,0.25,1.14,0.25,0.56,1.07,0.51,0.48,-0.56
"ENST00000566191","","ENSG00000261218","                                            ENSG00000261218  is an RNA Gene, and is affiliated with the lncRNA class.                                                                                                                                                                                ",0,0,0,0,0,0,0.59,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.07,0.03,0.46,-0.04
